,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.0.8,seurat_clusters,pANN_0.25_0.09_205,DF.classifications_0.25_0.09_205,DF.classifications_0.25_0.09_179,pANN_0.25_0.09_149,DF.classifications_0.25_0.09_149,DF.classifications_0.25_0.09_130
Cell_2256,Cell,1037,537,6,6,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_2257,Cell,1617,713,2,2,0.0762195121951219,Singlet,Singlet,0.0762195121951219,Singlet,Singlet
Cell_2258,Cell,527,364,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2259,Cell,1565,802,3,3,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_2260,Cell,7688,1712,5,5,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_2261,Cell,1654,733,2,2,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_2262,Cell,5396,1376,1,1,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_2263,Cell,673,430,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_2264,Cell,673,448,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_2265,Cell,4343,1350,5,5,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_2266,Cell,3382,1214,1,1,0.216463414634146,Singlet,Singlet,0.216463414634146,Singlet,Singlet
Cell_2267,Cell,3359,1138,1,1,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_2268,Cell,3080,1122,1,1,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_2269,Cell,1277,705,6,6,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_2270,Cell,4908,1431,5,5,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_2271,Cell,1811,792,2,2,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_2272,Cell,3084,1088,3,3,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_2273,Cell,1191,623,6,6,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_2274,Cell,2697,1035,0,0,0.246951219512195,Singlet,Singlet,0.246951219512195,Singlet,Singlet
Cell_2275,Cell,1926,782,2,2,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_2276,Cell,1665,747,0,0,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_2277,Cell,3899,1202,1,1,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_2278,Cell,2479,955,3,3,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_2279,Cell,3120,1118,0,0,0.295731707317073,Singlet,Singlet,0.295731707317073,Singlet,Singlet
Cell_2280,Cell,319,229,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_2281,Cell,1484,704,2,2,0.109756097560976,Singlet,Singlet,0.109756097560976,Singlet,Singlet
Cell_2282,Cell,3535,1165,3,3,0.167682926829268,Singlet,Singlet,0.167682926829268,Singlet,Singlet
Cell_2283,Cell,2101,943,3,3,0.170731707317073,Singlet,Singlet,0.170731707317073,Singlet,Singlet
Cell_2284,Cell,1748,806,3,3,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_2285,Cell,5318,1436,5,5,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_2286,Cell,5621,1511,5,5,0.26219512195122,Singlet,Singlet,0.26219512195122,Singlet,Singlet
Cell_2287,Cell,1411,684,2,2,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_2288,Cell,591,403,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_2289,Cell,3289,1242,5,5,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_2290,Cell,1490,726,0,0,0.0701219512195122,Singlet,Singlet,0.0701219512195122,Singlet,Singlet
Cell_2291,Cell,2241,918,2,2,0.179878048780488,Singlet,Singlet,0.179878048780488,Singlet,Singlet
Cell_2292,Cell,1535,784,3,3,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_2293,Cell,281,222,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2294,Cell,1735,879,3,3,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_2295,Cell,1091,580,3,3,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_2296,Cell,500,345,6,6,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2297,Cell,4075,1298,1,1,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_2298,Cell,2375,968,0,0,0.179878048780488,Singlet,Singlet,0.179878048780488,Singlet,Singlet
Cell_2299,Cell,1973,846,2,2,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_2300,Cell,2225,975,0,0,0.23780487804878,Singlet,Singlet,0.23780487804878,Singlet,Singlet
Cell_2301,Cell,5666,1511,5,5,0.289634146341463,Singlet,Singlet,0.289634146341463,Singlet,Singlet
Cell_2302,Cell,1183,643,3,3,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_2303,Cell,303,232,4,4,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_2304,Cell,1936,838,0,0,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_2305,Cell,3321,1151,1,1,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_2306,Cell,617,392,6,6,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_2307,Cell,1980,937,3,3,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_2308,Cell,1304,667,2,2,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_2309,Cell,1876,814,7,7,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_2310,Cell,1337,680,3,3,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_2311,Cell,1780,721,2,2,0.0762195121951219,Singlet,Singlet,0.0762195121951219,Singlet,Singlet
Cell_2312,Cell,4420,1377,5,5,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_2313,Cell,672,431,6,6,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_2314,Cell,2197,899,2,2,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_2315,Cell,6762,1636,5,5,0.347560975609756,Singlet,Singlet,0.347560975609756,Singlet,Singlet
Cell_2316,Cell,2224,900,0,0,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_2317,Cell,1943,848,0,0,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_2318,Cell,1341,631,0,0,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_2319,Cell,1671,711,0,0,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_2320,Cell,594,398,6,6,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_2321,Cell,3541,1230,1,1,0.231707317073171,Singlet,Singlet,0.231707317073171,Singlet,Singlet
Cell_2322,Cell,3707,1263,0,0,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_2323,Cell,457,305,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2324,Cell,1707,761,2,2,0.0762195121951219,Singlet,Singlet,0.0762195121951219,Singlet,Singlet
Cell_2325,Cell,862,497,3,3,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_2326,Cell,864,532,3,3,0.0518292682926829,Singlet,Singlet,0.0518292682926829,Singlet,Singlet
Cell_2327,Cell,2100,889,0,0,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_2328,Cell,2456,1003,3,3,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_2329,Cell,7743,1725,5,5,0.36280487804878,Doublet,Doublet,0.36280487804878,Doublet,Singlet
Cell_2330,Cell,2460,938,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_2331,Cell,2494,988,1,1,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_2332,Cell,1303,621,7,7,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_2333,Cell,4716,1282,1,1,0.170731707317073,Singlet,Singlet,0.170731707317073,Singlet,Singlet
Cell_2334,Cell,634,420,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_2335,Cell,1141,639,6,6,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_2336,Cell,654,405,6,6,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_2337,Cell,1379,718,2,2,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_2338,Cell,354,250,6,6,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_2339,Cell,1856,765,2,2,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_2340,Cell,1411,708,7,7,0.109756097560976,Singlet,Singlet,0.109756097560976,Singlet,Singlet
Cell_2341,Cell,1232,665,7,7,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_2342,Cell,4032,1294,0,0,0.426829268292683,Doublet,Doublet,0.426829268292683,Doublet,Doublet
Cell_2343,Cell,1556,661,2,2,0.0579268292682927,Singlet,Singlet,0.0579268292682927,Singlet,Singlet
Cell_2344,Cell,2311,930,1,1,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_2345,Cell,1984,810,2,2,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_2346,Cell,2943,1076,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_2347,Cell,1633,739,0,0,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_2348,Cell,599,336,9,9,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_2349,Cell,1678,729,2,2,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_2350,Cell,873,453,9,9,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_2351,Cell,924,501,6,6,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_2352,Cell,1878,836,0,0,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_2353,Cell,5051,1412,5,5,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_2354,Cell,6837,1637,5,5,0.292682926829268,Singlet,Singlet,0.292682926829268,Singlet,Singlet
Cell_2355,Cell,1623,691,2,2,0.0518292682926829,Singlet,Singlet,0.0518292682926829,Singlet,Singlet
Cell_2356,Cell,1543,737,1,1,0.0701219512195122,Singlet,Singlet,0.0701219512195122,Singlet,Singlet
Cell_2357,Cell,3844,1218,1,1,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_2358,Cell,1832,788,0,0,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_2359,Cell,2630,984,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_2360,Cell,3529,1154,1,1,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_2361,Cell,349,252,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2362,Cell,462,323,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_2363,Cell,4987,1326,1,1,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_2364,Cell,413,271,4,4,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_2365,Cell,433,314,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2366,Cell,839,505,4,4,0.0701219512195122,Singlet,Singlet,0.0701219512195122,Singlet,Singlet
Cell_2367,Cell,2428,940,0,0,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_2368,Cell,5301,1438,3,3,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_2369,Cell,4137,1279,1,1,0.146341463414634,Singlet,Singlet,0.146341463414634,Singlet,Singlet
Cell_2370,Cell,1589,795,2,2,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_2371,Cell,864,530,7,7,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_2372,Cell,695,472,6,6,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_2373,Cell,2839,1113,0,0,0.292682926829268,Singlet,Singlet,0.292682926829268,Singlet,Singlet
Cell_2374,Cell,1653,786,2,2,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_2375,Cell,905,564,3,3,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_2376,Cell,1688,831,0,0,0.182926829268293,Singlet,Singlet,0.182926829268293,Singlet,Singlet
Cell_2377,Cell,426,291,6,6,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_2378,Cell,702,484,4,4,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_2379,Cell,3664,1286,5,5,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_2380,Cell,2208,1002,0,0,0.292682926829268,Singlet,Singlet,0.292682926829268,Singlet,Singlet
Cell_2381,Cell,2807,1153,1,1,0.201219512195122,Singlet,Singlet,0.201219512195122,Singlet,Singlet
Cell_2382,Cell,727,502,7,7,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_2383,Cell,3417,1234,5,5,0.314024390243902,Singlet,Singlet,0.314024390243902,Singlet,Singlet
Cell_2384,Cell,831,549,6,6,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_2385,Cell,2373,1056,6,6,0.423780487804878,Doublet,Doublet,0.423780487804878,Doublet,Doublet
Cell_2386,Cell,2002,895,2,2,0.289634146341463,Singlet,Singlet,0.289634146341463,Singlet,Singlet
Cell_2387,Cell,2991,1116,1,1,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_2388,Cell,712,463,6,6,0.0518292682926829,Singlet,Singlet,0.0518292682926829,Singlet,Singlet
Cell_2389,Cell,2199,1033,3,3,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_2390,Cell,1782,811,2,2,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_2391,Cell,1858,870,2,2,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_2392,Cell,579,404,6,6,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_2393,Cell,3649,1322,5,5,0.317073170731707,Singlet,Singlet,0.317073170731707,Singlet,Singlet
Cell_2394,Cell,898,593,7,7,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_2395,Cell,1799,797,2,2,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_2396,Cell,1212,629,2,2,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_2397,Cell,3685,1304,3,3,0.265243902439024,Singlet,Singlet,0.265243902439024,Singlet,Singlet
Cell_2398,Cell,2297,1077,3,3,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_2399,Cell,2458,984,0,0,0.326219512195122,Singlet,Singlet,0.326219512195122,Singlet,Singlet
Cell_2400,Cell,7192,1714,5,5,0.390243902439024,Doublet,Doublet,0.390243902439024,Doublet,Doublet
Cell_2401,Cell,2113,913,2,2,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_2402,Cell,1148,641,3,3,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_2403,Cell,1637,819,3,3,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_2404,Cell,1651,837,7,7,0.26219512195122,Singlet,Singlet,0.26219512195122,Singlet,Singlet
Cell_2405,Cell,2860,1162,0,0,0.448170731707317,Doublet,Doublet,0.448170731707317,Doublet,Doublet
Cell_2406,Cell,1030,555,9,9,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_2407,Cell,2805,1117,0,0,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_2408,Cell,731,491,6,6,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_2409,Cell,2846,1102,1,1,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_2410,Cell,1415,722,0,0,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_2411,Cell,3429,1222,0,0,0.451219512195122,Doublet,Doublet,0.451219512195122,Doublet,Doublet
Cell_2412,Cell,1397,777,6,6,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_2413,Cell,713,475,6,6,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_2414,Cell,2658,1091,2,2,0.304878048780488,Singlet,Singlet,0.304878048780488,Singlet,Singlet
Cell_2415,Cell,1669,801,0,0,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_2416,Cell,807,456,2,2,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_2417,Cell,326,236,8,8,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_2418,Cell,689,472,4,4,0.0609756097560976,Singlet,Singlet,0.0609756097560976,Singlet,Singlet
Cell_2419,Cell,1997,920,3,3,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_2420,Cell,1657,802,2,2,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_2421,Cell,732,484,4,4,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_2422,Cell,1042,608,2,2,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_2423,Cell,3661,1322,2,2,0.423780487804878,Doublet,Doublet,0.423780487804878,Doublet,Doublet
Cell_2424,Cell,1543,825,3,3,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_2425,Cell,668,420,6,6,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_2426,Cell,2451,1013,1,1,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_2427,Cell,2852,1128,0,0,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_2428,Cell,305,245,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_2429,Cell,4976,1511,5,5,0.365853658536585,Doublet,Doublet,0.365853658536585,Doublet,Singlet
Cell_2430,Cell,1125,588,7,7,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_2431,Cell,1070,657,7,7,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_2432,Cell,1408,669,2,2,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_2433,Cell,2024,895,2,2,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_2434,Cell,532,390,4,4,0.0365853658536585,Singlet,Singlet,0.0365853658536585,Singlet,Singlet
Cell_2435,Cell,2531,1071,0,0,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_2436,Cell,671,418,8,8,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_2437,Cell,2186,928,2,2,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_2438,Cell,734,467,4,4,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_2439,Cell,3302,1193,1,1,0.201219512195122,Singlet,Singlet,0.201219512195122,Singlet,Singlet
Cell_2440,Cell,2973,1113,2,2,0.356707317073171,Doublet,Doublet,0.356707317073171,Singlet,Singlet
Cell_2441,Cell,3030,1235,5,5,0.274390243902439,Singlet,Singlet,0.274390243902439,Singlet,Singlet
Cell_2442,Cell,766,475,6,6,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_2443,Cell,917,593,3,3,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_2444,Cell,1563,795,0,0,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_2445,Cell,809,537,6,6,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_2446,Cell,555,381,6,6,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_2447,Cell,1180,651,7,7,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_2448,Cell,2394,991,0,0,0.268292682926829,Singlet,Singlet,0.268292682926829,Singlet,Singlet
Cell_2449,Cell,3257,1173,1,1,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_2450,Cell,972,561,3,3,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_2451,Cell,1592,793,7,7,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_2452,Cell,456,332,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_2453,Cell,540,359,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_2454,Cell,1244,618,7,7,0.0457317073170732,Singlet,Singlet,0.0457317073170732,Singlet,Singlet
Cell_2455,Cell,4038,1330,5,5,0.23780487804878,Singlet,Singlet,0.23780487804878,Singlet,Singlet
Cell_2456,Cell,3761,1285,1,1,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
Cell_2457,Cell,379,287,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_2458,Cell,2689,1063,3,3,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_2459,Cell,3762,1327,0,0,0.38109756097561,Doublet,Doublet,0.38109756097561,Doublet,Doublet
Cell_2460,Cell,1678,817,0,0,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_2461,Cell,1131,616,0,0,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_2462,Cell,3090,1259,5,5,0.320121951219512,Singlet,Singlet,0.320121951219512,Singlet,Singlet
Cell_2463,Cell,1727,810,0,0,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_2464,Cell,3994,1339,1,1,0.292682926829268,Singlet,Singlet,0.292682926829268,Singlet,Singlet
Cell_2465,Cell,3746,1327,5,5,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_2466,Cell,2845,1120,1,1,0.23780487804878,Singlet,Singlet,0.23780487804878,Singlet,Singlet
Cell_2467,Cell,892,518,2,2,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_2468,Cell,453,346,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_2469,Cell,2261,1012,5,5,0.216463414634146,Singlet,Singlet,0.216463414634146,Singlet,Singlet
Cell_2470,Cell,1412,716,2,2,0.179878048780488,Singlet,Singlet,0.179878048780488,Singlet,Singlet
Cell_2471,Cell,3635,1243,1,1,0.253048780487805,Singlet,Singlet,0.253048780487805,Singlet,Singlet
Cell_2472,Cell,992,576,7,7,0.0579268292682927,Singlet,Singlet,0.0579268292682927,Singlet,Singlet
Cell_2473,Cell,763,492,6,6,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_2474,Cell,1554,817,7,7,0.292682926829268,Singlet,Singlet,0.292682926829268,Singlet,Singlet
Cell_2475,Cell,335,253,8,8,0.0457317073170732,Singlet,Singlet,0.0457317073170732,Singlet,Singlet
Cell_2476,Cell,719,403,9,9,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_2477,Cell,709,467,6,6,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_2478,Cell,873,497,6,6,0.0518292682926829,Singlet,Singlet,0.0518292682926829,Singlet,Singlet
Cell_2479,Cell,1523,799,0,0,0.201219512195122,Singlet,Singlet,0.201219512195122,Singlet,Singlet
Cell_2480,Cell,2176,981,7,7,0.353658536585366,Doublet,Doublet,0.353658536585366,Singlet,Singlet
